start_date,end_date,the_group,state,condition_group,the_condition,age_group,covid_deaths,number_of_mentions
2020-01-01,2023-09-23,"By Total",Alabama,"Circulatory diseases","Hypertensive diseases","Not stated",0,0
2020-01-01,2023-09-23,"By Total",Alabama,"Circulatory diseases","Hypertensive diseases","All Ages",2309,2350
2020-01-01,2023-09-23,"By Total",Alabama,"Circulatory diseases","Ischemic heart disease",0-24,0,0
2020-01-01,2023-09-23,"By Total",Alabama,"Circulatory diseases","Ischemic heart disease",35-44,14,14
2020-01-01,2023-09-23,"By Total",Alabama,"Circulatory diseases","Ischemic heart disease",45-54,62,67
2020-01-01,2023-09-23,"By Total",Alabama,"Circulatory diseases","Ischemic heart disease",55-64,229,249
2020-01-01,2023-09-23,"By Total",Alabama,"Circulatory diseases","Ischemic heart disease",65-74,485,534
2020-01-01,2023-09-23,"By Total",Alabama,"Circulatory diseases","Ischemic heart disease",75-84,564,603
2020-01-01,2023-09-23,"By Total",Alabama,"Circulatory diseases","Ischemic heart disease",85+,448,474
2020-01-01,2023-09-23,"By Total",Alabama,"Circulatory diseases","Ischemic heart disease","Not stated",0,0
2020-01-01,2023-09-23,"By Total",Alabama,"Circulatory diseases","Ischemic heart disease","All Ages",1808,1947
2020-01-01,2023-09-23,"By Total",Alabama,"Circulatory diseases","Cardiac arrest",0-24,12,12
2020-01-01,2023-09-23,"By Total",Alabama,"Circulatory diseases","Cardiac arrest",25-34,55,55
2020-01-01,2023-09-23,"By Total",Alabama,"Circulatory diseases","Cardiac arrest",35-44,151,151
2020-01-01,2023-09-23,"By Total",Alabama,"Circulatory diseases","Cardiac arrest",45-54,319,319
2020-01-01,2023-09-23,"By Total",Alabama,"Circulatory diseases","Cardiac arrest",55-64,694,695
2020-01-01,2023-09-23,"By Total",Alabama,"Circulatory diseases","Cardiac arrest",65-74,878,878
2020-01-01,2023-09-23,"By Total",Alabama,"Circulatory diseases","Cardiac arrest",75-84,815,815
2020-01-01,2023-09-23,"By Total",Alabama,"Circulatory diseases","Cardiac arrest",85+,489,489
2020-01-01,2023-09-23,"By Total",Alabama,"Circulatory diseases","Cardiac arrest","Not stated",0,0
2020-01-01,2023-09-23,"By Total",Alabama,"Circulatory diseases","Cardiac arrest","All Ages",3413,3414
2020-01-01,2023-09-23,"By Total",Alabama,"Circulatory diseases","Cardiac arrhythmia",35-44,25,25
2020-01-01,2023-09-23,"By Total",Alabama,"Circulatory diseases","Cardiac arrhythmia",45-54,68,69
2020-01-01,2023-09-23,"By Total",Alabama,"Circulatory diseases","Cardiac arrhythmia",55-64,183,189
2020-01-01,2023-09-23,"By Total",Alabama,"Circulatory diseases","Cardiac arrhythmia",65-74,350,359
2020-01-01,2023-09-23,"By Total",Alabama,"Circulatory diseases","Cardiac arrhythmia",75-84,489,500
2020-01-01,2023-09-23,"By Total",Alabama,"Circulatory diseases","Cardiac arrhythmia",85+,394,399
2020-01-01,2023-09-23,"By Total",Alabama,"Circulatory diseases","Cardiac arrhythmia","Not stated",0,0
2020-01-01,2023-09-23,"By Total",Alabama,"Circulatory diseases","Cardiac arrhythmia","All Ages",1518,1550
2020-01-01,2023-09-23,"By Total",Alabama,"Circulatory diseases","Heart failure",0-24,0,0
2020-01-01,2023-09-23,"By Total",Alabama,"Circulatory diseases","Heart failure",35-44,25,25
2020-01-01,2023-09-23,"By Total",Alabama,"Circulatory diseases","Heart failure",45-54,60,60
2020-01-01,2023-09-23,"By Total",Alabama,"Circulatory diseases","Heart failure",55-64,186,186
2020-01-01,2023-09-23,"By Total",Alabama,"Circulatory diseases","Heart failure",65-74,336,336
2020-01-01,2023-09-23,"By Total",Alabama,"Circulatory diseases","Heart failure",75-84,477,478
2020-01-01,2023-09-23,"By Total",Alabama,"Circulatory diseases","Heart failure",85+,446,446
2020-01-01,2023-09-23,"By Total",Alabama,"Circulatory diseases","Heart failure","Not stated",0,0
2020-01-01,2023-09-23,"By Total",Alabama,"Circulatory diseases","Heart failure","All Ages",1534,1535
2020-01-01,2023-09-23,"By Total",Alabama,"Circulatory diseases","Cerebrovascular diseases",35-44,24,26
2020-01-01,2023-09-23,"By Total",Alabama,"Circulatory diseases","Cerebrovascular diseases",45-54,46,47
2020-01-01,2023-09-23,"By Total",Alabama,"Circulatory diseases","Cerebrovascular diseases",55-64,131,136
2020-01-01,2023-09-23,"By Total",Alabama,"Circulatory diseases","Cerebrovascular diseases",65-74,262,273
2020-01-01,2023-09-23,"By Total",Alabama,"Circulatory diseases","Cerebrovascular diseases",75-84,283,291
2020-01-01,2023-09-23,"By Total",Alabama,"Circulatory diseases","Cerebrovascular diseases",85+,235,236
2020-01-01,2023-09-23,"By Total",Alabama,"Circulatory diseases","Cerebrovascular diseases","Not stated",0,0
2020-01-01,2023-09-23,"By Total",Alabama,"Circulatory diseases","Cerebrovascular diseases","All Ages",992,1020
2020-01-01,2023-09-23,"By Total",Alabama,"Circulatory diseases","Other diseases of the circulatory system",25-34,22,27
2020-01-01,2023-09-23,"By Total",Alabama,"Circulatory diseases","Other diseases of the circulatory system",35-44,57,61
2020-01-01,2023-09-23,"By Total",Alabama,"Circulatory diseases","Other diseases of the circulatory system",45-54,121,135
2020-01-01,2023-09-23,"By Total",Alabama,"Circulatory diseases","Other diseases of the circulatory system",55-64,297,313
2020-01-01,2023-09-23,"By Total",Alabama,"Circulatory diseases","Other diseases of the circulatory system",65-74,383,417
2020-01-01,2023-09-23,"By Total",Alabama,"Circulatory diseases","Other diseases of the circulatory system",75-84,387,421
2020-01-01,2023-09-23,"By Total",Alabama,"Circulatory diseases","Other diseases of the circulatory system",85+,280,300
2020-01-01,2023-09-23,"By Total",Alabama,"Circulatory diseases","Other diseases of the circulatory system","Not stated",0,0
2020-01-01,2023-09-23,"By Total",Alabama,"Circulatory diseases","Other diseases of the circulatory system","All Ages",1554,1682
2020-01-01,2023-09-23,"By Total",Alabama,Sepsis,Sepsis,25-34,35,35
2020-01-01,2023-09-23,"By Total",Alabama,Sepsis,Sepsis,35-44,106,106
2020-01-01,2023-09-23,"By Total",Alabama,Sepsis,Sepsis,45-54,267,267
2020-01-01,2023-09-23,"By Total",Alabama,Sepsis,Sepsis,55-64,530,530
2020-01-01,2023-09-23,"By Total",Alabama,Sepsis,Sepsis,65-74,768,769
2020-01-01,2023-09-23,"By Total",Alabama,Sepsis,Sepsis,75-84,624,624
2020-01-01,2023-09-23,"By Total",Alabama,Sepsis,Sepsis,85+,268,268
2020-01-01,2023-09-23,"By Total",Alabama,Sepsis,Sepsis,"Not stated",0,0
2020-01-01,2023-09-23,"By Total",Alabama,Sepsis,Sepsis,"All Ages",2605,2606
2020-01-01,2023-09-23,"By Total",Alabama,"Malignant neoplasms","Malignant neoplasms",35-44,17,17
2020-01-01,2023-09-23,"By Total",Alabama,"Malignant neoplasms","Malignant neoplasms",45-54,41,45
2020-01-01,2023-09-23,"By Total",Alabama,"Malignant neoplasms","Malignant neoplasms",55-64,164,176
2020-01-01,2023-09-23,"By Total",Alabama,"Malignant neoplasms","Malignant neoplasms",65-74,309,352
2020-01-01,2023-09-23,"By Total",Alabama,"Malignant neoplasms","Malignant neoplasms",75-84,289,326
2020-01-01,2023-09-23,"By Total",Alabama,"Malignant neoplasms","Malignant neoplasms",85+,157,179
2020-01-01,2023-09-23,"By Total",Alabama,"Malignant neoplasms","Malignant neoplasms","Not stated",0,0
2020-01-01,2023-09-23,"By Total",Alabama,"Malignant neoplasms","Malignant neoplasms","All Ages",983,1104
2020-01-01,2023-09-23,"By Total",Alabama,Diabetes,Diabetes,25-34,23,23
2020-01-01,2023-09-23,"By Total",Alabama,Diabetes,Diabetes,35-44,80,81
2020-01-01,2023-09-23,"By Total",Alabama,Diabetes,Diabetes,45-54,194,195
2020-01-01,2023-09-23,"By Total",Alabama,Diabetes,Diabetes,55-64,432,436
2020-01-01,2023-09-23,"By Total",Alabama,Diabetes,Diabetes,65-74,634,635
2020-01-01,2023-09-23,"By Total",Alabama,Diabetes,Diabetes,75-84,592,598
2020-01-01,2023-09-23,"By Total",Alabama,Diabetes,Diabetes,85+,242,247
2020-01-01,2023-09-23,"By Total",Alabama,Diabetes,Diabetes,"Not stated",0,0
2020-01-01,2023-09-23,"By Total",Alabama,Diabetes,Diabetes,"All Ages",2198,2216
2020-01-01,2023-09-23,"By Total",Alabama,Obesity,Obesity,25-34,31,31
2020-01-01,2023-09-23,"By Total",Alabama,Obesity,Obesity,35-44,80,80
2020-01-01,2023-09-23,"By Total",Alabama,Obesity,Obesity,45-54,112,112
2020-01-01,2023-09-23,"By Total",Alabama,Obesity,Obesity,55-64,180,180
2020-01-01,2023-09-23,"By Total",Alabama,Obesity,Obesity,65-74,127,127
2020-01-01,2023-09-23,"By Total",Alabama,Obesity,Obesity,75-84,67,67
2020-01-01,2023-09-23,"By Total",Alabama,Obesity,Obesity,85+,13,13
2020-01-01,2023-09-23,"By Total",Alabama,Obesity,Obesity,"Not stated",0,0
2020-01-01,2023-09-23,"By Total",Alabama,Obesity,Obesity,"All Ages",613,613
2020-01-01,2023-09-23,"By Total",Alabama,"Alzheimer disease","Alzheimer disease",0-24,0,0
2020-01-01,2023-09-23,"By Total",Alabama,"Alzheimer disease","Alzheimer disease",25-34,0,0
2020-01-01,2023-09-23,"By Total",Alabama,"Alzheimer disease","Alzheimer disease",35-44,0,0
2020-01-01,2023-09-23,"By Total",Alabama,"Alzheimer disease","Alzheimer disease",65-74,48,48
2020-01-01,2023-09-23,"By Total",Alabama,"Alzheimer disease","Alzheimer disease",75-84,166,166
2020-01-01,2023-09-23,"By Total",Alabama,"Alzheimer disease","Alzheimer disease",85+,252,253
2020-01-01,2023-09-23,"By Total",Alabama,"Alzheimer disease","Alzheimer disease","Not stated",0,0
2020-01-01,2023-09-23,"By Total",Alabama,"Alzheimer disease","Alzheimer disease","All Ages",473,474
2020-01-01,2023-09-23,"By Total",Alabama,"Vascular and unspecified dementia","Vascular and unspecified dementia",0-24,0,0
2020-01-01,2023-09-23,"By Total",Alabama,"Vascular and unspecified dementia","Vascular and unspecified dementia",25-34,0,0
2020-01-01,2023-09-23,"By Total",Alabama,"Vascular and unspecified dementia","Vascular and unspecified dementia",35-44,0,0
2020-01-01,2023-09-23,"By Total",Alabama,"Vascular and unspecified dementia","Vascular and unspecified dementia",45-54,0,0
2020-01-01,2023-09-23,"By Total",Alabama,"Vascular and unspecified dementia","Vascular and unspecified dementia",55-64,17,18
2020-01-01,2023-09-23,"By Total",Alabama,"Vascular and unspecified dementia","Vascular and unspecified dementia",65-74,137,138
2020-01-01,2023-09-23,"By Total",Alabama,"Vascular and unspecified dementia","Vascular and unspecified dementia",75-84,375,376
2020-01-01,2023-09-23,"By Total",Alabama,"Vascular and unspecified dementia","Vascular and unspecified dementia",85+,546,547
2020-01-01,2023-09-23,"By Total",Alabama,"Vascular and unspecified dementia","Vascular and unspecified dementia","Not stated",0,0
2020-01-01,2023-09-23,"By Total",Alabama,"Vascular and unspecified dementia","Vascular and unspecified dementia","All Ages",1075,1079
2020-01-01,2023-09-23,"By Total",Alabama,"Renal failure","Renal failure",25-34,23,23
2020-01-01,2023-09-23,"By Total",Alabama,"Renal failure","Renal failure",35-44,87,87
2020-01-01,2023-09-23,"By Total",Alabama,"Renal failure","Renal failure",45-54,200,204
2020-01-01,2023-09-23,"By Total",Alabama,"Renal failure","Renal failure",55-64,429,439
2020-01-01,2023-09-23,"By Total",Alabama,"Renal failure","Renal failure",65-74,711,735
2020-01-01,2023-09-23,"By Total",Alabama,"Renal failure","Renal failure",75-84,644,664
2020-01-01,2023-09-23,"By Total",Alabama,"Renal failure","Renal failure",85+,336,356
2020-01-01,2023-09-23,"By Total",Alabama,"Renal failure","Renal failure","Not stated",0,0
2020-01-01,2023-09-23,"By Total",Alabama,"Renal failure","Renal failure","All Ages",2436,2514
2020-01-01,2023-09-23,"By Total",Alabama,COVID-19,COVID-19,0-24,60,60
2020-01-01,2023-09-23,"By Total",Alabama,COVID-19,COVID-19,25-34,264,264
2020-01-01,2023-09-23,"By Total",Alabama,COVID-19,COVID-19,35-44,670,670
2020-01-01,2023-09-23,"By Total",Alabama,COVID-19,COVID-19,45-54,1628,1628
2020-01-01,2023-09-23,"By Total",Alabama,COVID-19,COVID-19,55-64,3567,3567
2020-01-01,2023-09-23,"By Total",Alabama,COVID-19,COVID-19,65-74,5479,5479
2020-01-01,2023-09-23,"By Total",Alabama,COVID-19,COVID-19,75-84,5632,5632
2020-01-01,2023-09-23,"By Total",Alabama,COVID-19,COVID-19,85+,4213,4213
2020-01-01,2023-09-23,"By Total",Alabama,COVID-19,COVID-19,"Not stated",0,0
2020-01-01,2023-09-23,"By Total",Alabama,COVID-19,COVID-19,"All Ages",21513,21513
2020-01-01,2023-09-23,"By Total",Alaska,"Respiratory diseases","Influenza and pneumonia",25-34,18,21
2020-01-01,2023-09-23,"By Total",Alaska,"Respiratory diseases","Influenza and pneumonia",35-44,36,42
2020-01-01,2023-09-23,"By Total",Alaska,"Respiratory diseases","Influenza and pneumonia",45-54,69,72
2020-01-01,2023-09-23,"By Total",Alaska,"Respiratory diseases","Influenza and pneumonia",55-64,132,138
2020-01-01,2023-09-23,"By Total",Alaska,"Respiratory diseases","Influenza and pneumonia",65-74,222,234
2020-01-01,2023-09-23,"By Total",Alaska,"Respiratory diseases","Influenza and pneumonia",75-84,194,202
2020-01-01,2023-09-23,"By Total",Alaska,"Respiratory diseases","Influenza and pneumonia",85+,100,102
2020-01-01,2023-09-23,"By Total",Alaska,"Respiratory diseases","Influenza and pneumonia","Not stated",0,0
2020-01-01,2023-09-23,"By Total",Alaska,"Respiratory diseases","Influenza and pneumonia","All Ages",774,815
2020-01-01,2023-09-23,"By Total",Alaska,"Respiratory diseases","Chronic lower respiratory diseases",55-64,13,14
2020-01-01,2023-09-23,"By Total",Alaska,"Respiratory diseases","Chronic lower respiratory diseases",65-74,48,49
2020-01-01,2023-09-23,"By Total",Alaska,"Respiratory diseases","Chronic lower respiratory diseases",75-84,40,41
2020-01-01,2023-09-23,"By Total",Alaska,"Respiratory diseases","Chronic lower respiratory diseases",85+,27,28
2020-01-01,2023-09-23,"By Total",Alaska,"Respiratory diseases","Chronic lower respiratory diseases","Not stated",0,0
2020-01-01,2023-09-23,"By Total",Alaska,"Respiratory diseases","Chronic lower respiratory diseases","All Ages",141,146
2020-01-01,2023-09-23,"By Total",Alaska,"Respiratory diseases","Adult respiratory distress syndrome",35-44,10,10
2020-01-01,2023-09-23,"By Total",Alaska,"Respiratory diseases","Adult respiratory distress syndrome",45-54,24,24
2020-01-01,2023-09-23,"By Total",Alaska,"Respiratory diseases","Adult respiratory distress syndrome",55-64,29,29
2020-01-01,2023-09-23,"By Total",Alaska,"Respiratory diseases","Adult respiratory distress syndrome",65-74,47,47
2020-01-01,2023-09-23,"By Total",Alaska,"Respiratory diseases","Adult respiratory distress syndrome",75-84,28,28
2020-01-01,2023-09-23,"By Total",Alaska,"Respiratory diseases","Adult respiratory distress syndrome","Not stated",0,0
2020-01-01,2023-09-23,"By Total",Alaska,"Respiratory diseases","Adult respiratory distress syndrome","All Ages",145,145
2020-01-01,2023-09-23,"By Total",Alaska,"Respiratory diseases","Respiratory failure",25-34,16,16
2020-01-01,2023-09-23,"By Total",Alaska,"Respiratory diseases","Respiratory failure",35-44,26,27
2020-01-01,2023-09-23,"By Total",Alaska,"Respiratory diseases","Respiratory failure",45-54,41,42
2020-01-01,2023-09-23,"By Total",Alaska,"Respiratory diseases","Respiratory failure",55-64,84,86
2020-01-01,2023-09-23,"By Total",Alaska,"Respiratory diseases","Respiratory failure",65-74,132,139
2020-01-01,2023-09-23,"By Total",Alaska,"Respiratory diseases","Respiratory failure",75-84,113,121
2020-01-01,2023-09-23,"By Total",Alaska,"Respiratory diseases","Respiratory failure",85+,56,59
